Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1968,0.024549,0.00149,0.000989,0.000767,0.00066,0.000604,0.000566,0.000529,0.000481,0.000423,0.000374,0.000367,0.000439,0.000611,0.000856,0.001127,0.00138,0.001606,0.001784,0.00192,0.002058,0.002189,0.002257,0.002246,0.002178,0.00209,0.002017,0.001974,0.001979,0.002024,0.002086,0.002156,0.002252,0.002375,0.002526,0.002709,0.00292,0.003155,0.003413,0.003698,0.004022,0.004391,0.004805,0.005267,0.005781,0.006351,0.006978,0.007666,0.008418,0.009237,0.010141,0.011126,0.012168,0.013264,0.014433,0.015673,0.017037,0.018587,0.02036,0.022319,0.024461,0.026687,0.028891,0.031019,0.033149,0.03543,0.037962,0.040727,0.043764,0.047087,0.050722,0.054655,0.058868,0.06336,0.068188,0.073487,0.079275,0.085466,0.092062,0.09915,0.106791,0.115134,0.124318,0.134429,0.145403,0.15713,0.169518,0.182511,0.196101,0.210311,0.225175,0.240725,0.256988,0.27398,0.291709,0.309727,0.327947,0.346274,0.364606,0.382836,0.401978,0.422077,0.443181,0.46534,0.488607,0.513037,0.538689,0.565624,0.593905,0.6236,0.65478,0.687519,0.721895,0.75799,0.795889,0.835684,0.877468,0.921342,0.967409,1
1969,0.023495,0.001384,0.000961,0.000766,0.000648,0.000599,0.000568,0.000533,0.00048,0.000413,0.000353,0.000338,0.000413,0.000603,0.000875,0.001176,0.001456,0.001701,0.001885,0.002017,0.002149,0.002276,0.002339,0.002323,0.00225,0.002157,0.002078,0.002027,0.002022,0.002057,0.002108,0.002168,0.002259,0.002383,0.002539,0.002727,0.002943,0.003185,0.003452,0.003749,0.004084,0.00446,0.004871,0.005317,0.005803,0.006345,0.006944,0.007591,0.008285,0.009037,0.009857,0.010763,0.011773,0.012899,0.014136,0.01547,0.016896,0.018433,0.020083,0.021845,0.023758,0.025784,0.02784,0.029898,0.032015,0.03429,0.036794,0.039527,0.042521,0.045788,0.049376,0.053254,0.05736,0.06168,0.066291,0.071294,0.076795,0.082847,0.089506,0.096766,0.104617,0.113016,0.121949,0.131404,0.141428,0.152086,0.163427,0.175482,0.188255,0.201733,0.215892,0.230701,0.246128,0.262138,0.278694,0.295562,0.312674,0.329953,0.347319,0.364685,0.382919,0.402065,0.422168,0.443277,0.465441,0.488713,0.513148,0.538806,0.565746,0.594033,0.623735,0.654922,0.687668,0.722051,0.758154,0.796061,0.835864,0.877658,0.92154,0.967617
1970,0.022458,0.001319,0.00091,0.000778,0.00064,0.000583,0.000546,0.000509,0.00046,0.000402,0.000353,0.000346,0.000421,0.000598,0.00085,0.001127,0.001387,0.00162,0.001805,0.001948,0.002094,0.002233,0.002301,0.002281,0.002199,0.002093,0.002005,0.001954,0.001961,0.002017,0.002093,0.002174,0.002273,0.002387,0.002522,0.002683,0.002876,0.003104,0.00337,0.003674,0.00402,0.004402,0.004814,0.005254,0.005729,0.00626,0.00685,0.007486,0.00817,0.008912,0.009718,0.010612,0.01162,0.012759,0.01402,0.015386,0.016838,0.018369,0.019972,0.021659,0.023475,0.025417,0.027445,0.029551,0.031765,0.034157,0.036745,0.039488,0.042391,0.045493,0.04887,0.052551,0.056515,0.060778,0.06538,0.070386,0.075831,0.081717,0.088066,0.094912,0.102242,0.110126,0.118671,0.127923,0.137837,0.148337,0.159358,0.170861,0.182833,0.195286,0.208237,0.221704,0.235701,0.250239,0.265321,0.280767,0.296536,0.31258,0.328852,0.345294,0.362559,0.380687,0.399721,0.419707,0.440693,0.462727,0.485864,0.510157,0.535665,0.562448,0.59057,0.620099,0.651104,0.683659,0.717842,0.753734,0.791421,0.830992,0.872541,0.916168
1971,0.021267,0.001283,0.00087,0.000735,0.000622,0.000573,0.000541,0.000506,0.000456,0.000392,0.000335,0.000322,0.000395,0.000578,0.00084,0.001131,0.001402,0.001637,0.001811,0.001936,0.002058,0.002177,0.00224,0.002234,0.00218,0.002107,0.002046,0.002006,0.002003,0.002031,0.002072,0.002124,0.002207,0.002327,0.002482,0.002669,0.002879,0.003105,0.003342,0.003599,0.003889,0.004223,0.004603,0.005035,0.005519,0.006063,0.006659,0.007294,0.007964,0.008682,0.009463,0.010332,0.011311,0.012418,0.013644,0.01498,0.016403,0.017895,0.019446,0.021076,0.02283,0.024727,0.026752,0.028912,0.031221,0.03372,0.036406,0.039247,0.042239,0.045421,0.048894,0.052668,0.05667,0.060897,0.06542,0.070346,0.07575,0.081641,0.088061,0.095037,0.102484,0.110509,0.11933,0.129028,0.13949,0.150541,0.162034,0.173879,0.186045,0.198556,0.211448,0.224763,0.238543,0.25282,0.267619,0.282827,0.298417,0.314357,0.330612,0.347142,0.364499,0.382724,0.40186,0.421953,0.443051,0.465204,0.488464,0.512887,0.538531,0.565458,0.593731,0.623417,0.654588,0.687318,0.721683,0.757768,0.795656,0.835439,0.877211,0.921071
1972,0.020646,0.001275,0.000898,0.000718,0.000593,0.000543,0.000511,0.00048,0.000435,0.00038,0.000333,0.000329,0.000408,0.000593,0.000854,0.001143,0.001411,0.001646,0.001824,0.001953,0.002083,0.002206,0.002266,0.002246,0.00217,0.002071,0.001988,0.001938,0.001942,0.00199,0.002057,0.002128,0.002218,0.002326,0.002455,0.002614,0.002803,0.003015,0.00325,0.003514,0.003808,0.004147,0.004548,0.005022,0.005559,0.006167,0.006816,0.007472,0.008117,0.00878,0.009496,0.010311,0.011253,0.012347,0.013579,0.014919,0.016346,0.017863,0.019466,0.021164,0.023008,0.024984,0.027034,0.029144,0.031355,0.033733,0.036332,0.039157,0.042237,0.045579,0.049227,0.053152,0.057296,0.061645,0.066266,0.071263,0.076718,0.082646,0.089087,0.096055,0.10353,0.111533,0.120125,0.12933,0.139138,0.14953,0.160488,0.172,0.184062,0.196676,0.209842,0.223561,0.23783,0.252642,0.267986,0.283687,0.299698,0.31597,0.332447,0.349069,0.366522,0.384848,0.404091,0.424295,0.44551,0.467786,0.491175,0.515734,0.54152,0.568596,0.597026,0.626877,0.658221,0.691132,0.725689,0.761974,0.800072,0.840076,0.88208,0.926184
1973,0.019807,0.001275,0.00088,0.00071,0.000613,0.00056,0.000526,0.000492,0.000446,0.000388,0.00034,0.000334,0.000413,0.0006,0.000863,0.001155,0.001426,0.001662,0.001837,0.001962,0.002085,0.002203,0.002264,0.002254,0.002194,0.002113,0.002045,0.002001,0.001995,0.002023,0.002063,0.002113,0.002191,0.002301,0.002443,0.002618,0.002817,0.003029,0.003247,0.003483,0.003743,0.004052,0.004431,0.004895,0.005432,0.006044,0.006693,0.007331,0.007934,0.00854,0.009187,0.009943,0.010854,0.011957,0.013227,0.014619,0.016083,0.017602,0.019156,0.02077,0.02251,0.024397,0.026398,0.028516,0.030772,0.033213,0.03585,0.038664,0.041664,0.044877,0.048387,0.052193,0.056229,0.06049,0.065044,0.069984,0.075395,0.081307,0.087767,0.094786,0.102346,0.110455,0.119153,0.128457,0.138373,0.148902,0.160045,0.171801,0.184167,0.197141,0.210719,0.224891,0.239649,0.254975,0.270854,0.287057,0.303524,0.320191,0.336987,0.353836,0.371528,0.390104,0.409609,0.43009,0.451594,0.474174,0.497883,0.522777,0.548916,0.576361,0.60518,0.635438,0.66721,0.700571,0.735599,0.772379,0.810998,0.851548,0.894126,0.938832
1974,0.018731,0.001178,0.000822,0.000693,0.00056,0.000512,0.000483,0.000454,0.000412,0.000359,0.000315,0.000311,0.000389,0.000568,0.00082,0.0011,0.00136,0.001584,0.00175,0.001867,0.001981,0.002091,0.002148,0.002138,0.00208,0.002003,0.001937,0.001896,0.001896,0.00193,0.001978,0.002033,0.002107,0.0022,0.002315,0.002461,0.002633,0.002824,0.003032,0.003265,0.003523,0.003827,0.004204,0.004667,0.005204,0.005811,0.006452,0.007086,0.007692,0.0083,0.008955,0.009707,0.010575,0.011584,0.012723,0.013969,0.0153,0.016714,0.018205,0.019788,0.021494,0.023339,0.025316,0.027432,0.029696,0.032149,0.034775,0.037526,0.040391,0.043415,0.046706,0.050288,0.0541,0.058147,0.062488,0.067215,0.072388,0.078014,0.084126,0.090756,0.097853,0.105509,0.113896,0.123083,0.132986,0.143477,0.154446,0.165825,0.177594,0.189772,0.20239,0.21548,0.229074,0.243198,0.257868,0.272891,0.288225,0.303826,0.319645,0.335627,0.352408,0.370029,0.38853,0.407957,0.428355,0.449772,0.472261,0.495874,0.520668,0.546701,0.574036,0.602738,0.632875,0.664518,0.697744,0.732632,0.769263,0.807726,0.848113,0.890518
1975,0.017831,0.001134,0.000788,0.000613,0.000536,0.000486,0.000454,0.000423,0.000381,0.00033,0.000287,0.000284,0.000358,0.000527,0.000766,0.001031,0.001279,0.001499,0.001671,0.0018,0.001929,0.002051,0.002122,0.002127,0.002085,0.002026,0.001976,0.001935,0.001916,0.001917,0.001926,0.001946,0.001997,0.002087,0.002212,0.002366,0.002544,0.00274,0.002952,0.003187,0.003454,0.003763,0.004117,0.004522,0.004977,0.005484,0.006038,0.006631,0.007262,0.00794,0.008688,0.009508,0.010385,0.011317,0.012319,0.013403,0.014596,0.015924,0.017405,0.019031,0.020798,0.022681,0.024657,0.026717,0.028884,0.031222,0.033748,0.036426,0.03926,0.042278,0.045557,0.049105,0.052873,0.056863,0.061128,0.065745,0.070775,0.076234,0.082157,0.088562,0.095436,0.10281,0.110748,0.119279,0.128391,0.138057,0.148252,0.158963,0.170187,0.18193,0.194199,0.206998,0.220332,0.2342,0.248598,0.263311,0.278289,0.293481,0.308829,0.324271,0.340484,0.357508,0.375384,0.394153,0.413861,0.434554,0.456281,0.479095,0.50305,0.528203,0.554613,0.582343,0.611461,0.642034,0.674135,0.707842,0.743234,0.780396,0.819416,0.860386
1976,0.016872,0.001101,0.000773,0.000657,0.000522,0.000472,0.000439,0.000408,0.000368,0.000319,0.000279,0.000276,0.000345,0.000505,0.000729,0.000978,0.00121,0.001417,0.001579,0.001702,0.001825,0.001942,0.002006,0.002005,0.001957,0.001892,0.001836,0.001795,0.001782,0.001794,0.001818,0.001849,0.001905,0.001987,0.002096,0.002232,0.002393,0.002581,0.002796,0.003043,0.003323,0.003641,0.003998,0.004395,0.004835,0.005323,0.005859,0.006436,0.007053,0.007718,0.008455,0.009263,0.010122,0.01103,0.012004,0.013057,0.014223,0.015537,0.017023,0.018666,0.020452,0.022348,0.024333,0.026391,0.02855,0.030888,0.033412,0.036057,0.038815,0.041735,0.044889,0.048334,0.052078,0.056151,0.060571,0.065417,0.070647,0.076154,0.081913,0.088029,0.094607,0.10182,0.109797,0.118633,0.128265,0.138582,0.149491,0.160942,0.17293,0.18549,0.198666,0.212504,0.227043,0.242316,0.258345,0.2746,0.290991,0.30742,0.323784,0.339973,0.356972,0.37482,0.393561,0.413239,0.433901,0.455596,0.478376,0.502295,0.52741,0.55378,0.581469,0.610543,0.64107,0.673123,0.706779,0.742118,0.779224,0.818185,0.859095,0.902049
1977,0.0158,0.001101,0.000793,0.000601,0.000473,0.000446,0.000431,0.000412,0.000375,0.000323,0.000277,0.000268,0.000338,0.000507,0.000748,0.001015,0.001263,0.001478,0.001637,0.00175,0.001859,0.001964,0.002024,0.00203,0.001996,0.001948,0.001904,0.001865,0.001836,0.001821,0.001812,0.001815,0.001854,0.001938,0.00206,0.002213,0.002386,0.002574,0.002775,0.002996,0.003249,0.003542,0.003873,0.004244,0.004658,0.005114,0.00562,0.006186,0.00682,0.007518,0.008298,0.009136,0.009987,0.010833,0.011709,0.012649,0.013714,0.01495,0.01639,0.018013,0.019789,0.021669,0.023627,0.025645,0.027753,0.030031,0.032504,0.035137,0.037937,0.040929,0.044164,0.04766,0.051413,0.055433,0.059749,0.064453,0.069525,0.074877,0.080492,0.086458,0.092856,0.099829,0.107486,0.115906,0.125043,0.134804,0.145118,0.155943,0.167278,0.179152,0.191601,0.204666,0.218379,0.232769,0.247855,0.263185,0.278683,0.294268,0.309853,0.325345,0.341613,0.358693,0.376628,0.395459,0.415232,0.435994,0.457794,0.480683,0.504718,0.529953,0.556451,0.584274,0.613487,0.644162,0.67637,0.710188,0.745698,0.782983,0.822132,0.863238
1978,0.015294,0.001097,0.000801,0.000622,0.00051,0.000455,0.00042,0.000388,0.000347,0.000298,0.000258,0.000259,0.000334,0.000503,0.000741,0.001004,0.00125,0.001466,0.001629,0.001748,0.001865,0.001976,0.002038,0.002038,0.001993,0.001932,0.001878,0.001833,0.001808,0.001803,0.001804,0.001816,0.001858,0.001937,0.002049,0.00219,0.002351,0.002528,0.002719,0.00293,0.003174,0.003457,0.003775,0.004129,0.004525,0.004959,0.005444,0.006,0.006638,0.00735,0.008153,0.009008,0.009849,0.010649,0.011456,0.012314,0.013312,0.014517,0.015978,0.017658,0.019504,0.021441,0.023439,0.025468,0.027566,0.029826,0.032287,0.034912,0.03771,0.040704,0.043949,0.047451,0.051179,0.055137,0.059369,0.063978,0.068979,0.074313,0.079985,0.086061,0.09258,0.099662,0.107431,0.11596,0.125196,0.135046,0.145432,0.156309,0.167672,0.179546,0.191964,0.204962,0.218571,0.232817,0.247715,0.262873,0.278223,0.293692,0.309198,0.324658,0.340891,0.357935,0.375832,0.394624,0.414355,0.435073,0.456826,0.479667,0.503651,0.528833,0.555275,0.583039,0.612191,0.6428,0.67494,0.708687,0.744122,0.781328,0.820394,0.861414
1979,0.014574,0.000987,0.000721,0.000616,0.000488,0.000441,0.000412,0.000382,0.000338,0.000282,0.000235,0.000228,0.000301,0.000476,0.000724,0.001001,0.001258,0.001481,0.001644,0.00176,0.001869,0.001977,0.002042,0.002056,0.002033,0.001996,0.00196,0.001925,0.001897,0.001878,0.001864,0.001861,0.001885,0.001942,0.002031,0.002145,0.00228,0.002438,0.002618,0.002824,0.003064,0.003342,0.003654,0.004001,0.004389,0.004815,0.00529,0.005831,0.006447,0.007131,0.007897,0.008714,0.009529,0.01032,0.011127,0.011996,0.012992,0.014146,0.015492,0.017016,0.01868,0.020458,0.022356,0.024367,0.026506,0.02882,0.031312,0.033944,0.03671,0.039642,0.042814,0.04624,0.049871,0.053708,0.057798,0.062231,0.067044,0.072213,0.077755,0.083713,0.090118,0.097035,0.104531,0.112648,0.121375,0.130678,0.140531,0.150923,0.161853,0.173337,0.185391,0.198031,0.211268,0.225111,0.239562,0.254261,0.269139,0.284124,0.299137,0.314094,0.329799,0.346289,0.363603,0.381783,0.400872,0.420916,0.441962,0.46406,0.487263,0.511626,0.537207,0.564068,0.592271,0.621885,0.652979,0.685628,0.719909,0.755905,0.7937,0.833385
1980,0.01398,0.001064,0.000719,0.000598,0.000465,0.000422,0.000394,0.000366,0.000324,0.000271,0.000225,0.00022,0.000292,0.000464,0.000707,0.000977,0.001229,0.001453,0.001626,0.001757,0.001885,0.002008,0.002082,0.002095,0.002063,0.002014,0.001968,0.001928,0.001903,0.001893,0.001888,0.001892,0.001916,0.001967,0.002044,0.002146,0.002269,0.002416,0.002587,0.002786,0.003018,0.003288,0.003594,0.00394,0.004329,0.004762,0.005244,0.005779,0.006372,0.007024,0.007741,0.008519,0.009345,0.010218,0.011148,0.012179,0.013305,0.014487,0.015717,0.017028,0.018437,0.020012,0.021822,0.023911,0.026246,0.02881,0.031517,0.034294,0.037098,0.039997,0.043117,0.046541,0.050252,0.054283,0.058649,0.063418,0.068552,0.073958,0.079614,0.085617,0.092043,0.099067,0.106844,0.115471,0.124871,0.134904,0.145456,0.156464,0.167918,0.179853,0.19232,0.205369,0.219051,0.233405,0.248461,0.263767,0.279251,0.294834,0.310431,0.325953,0.342251,0.359363,0.377331,0.396198,0.416008,0.436808,0.458649,0.481581,0.50566,0.530943,0.55749,0.585365,0.614633,0.645365,0.677633,0.711515,0.74709,0.784445,0.823667,0.86485
1981,0.013152,0.00097,0.000699,0.000518,0.00048,0.000422,0.000384,0.000349,0.000308,0.000262,0.000226,0.000226,0.000293,0.000444,0.000656,0.000892,0.001115,0.001314,0.001472,0.001593,0.001712,0.001827,0.001906,0.001938,0.001936,0.001922,0.00191,0.001893,0.001876,0.001864,0.001854,0.001854,0.001878,0.001933,0.002016,0.002124,0.002251,0.002396,0.002558,0.002742,0.002956,0.003208,0.003504,0.003851,0.004246,0.00469,0.005177,0.005702,0.006261,0.006864,0.007522,0.008247,0.009042,0.009912,0.010859,0.011911,0.013046,0.014219,0.015416,0.016674,0.018029,0.019549,0.021284,0.023273,0.025494,0.027925,0.030509,0.033208,0.035995,0.038917,0.042081,0.045525,0.049204,0.053127,0.057332,0.061883,0.066811,0.072109,0.077796,0.083904,0.090469,0.09753,0.105118,0.11326,0.121963,0.131225,0.141046,0.151427,0.162375,0.173895,0.185996,0.19868,0.211949,0.225801,0.24023,0.254913,0.269785,0.284774,0.299805,0.314795,0.330535,0.347062,0.364415,0.382635,0.401767,0.421856,0.442948,0.465096,0.488351,0.512768,0.538406,0.565327,0.593593,0.623273,0.654436,0.687158,0.721516,0.757592,0.795472,0.835245
1982,0.012779,0.00095,0.000635,0.000512,0.000409,0.000379,0.000361,0.000339,0.000305,0.00026,0.00022,0.000213,0.000273,0.000419,0.000626,0.000857,0.001073,0.001261,0.001403,0.001507,0.001608,0.001707,0.001772,0.001794,0.001785,0.001762,0.001742,0.001732,0.001738,0.001759,0.001789,0.001822,0.001862,0.001907,0.001962,0.002037,0.002134,0.002253,0.002396,0.002568,0.002769,0.003005,0.003288,0.003622,0.004006,0.00444,0.004918,0.005432,0.005979,0.006568,0.007213,0.007926,0.00871,0.009571,0.01051,0.01155,0.012671,0.013839,0.015041,0.016308,0.017676,0.019196,0.020905,0.022832,0.024964,0.027299,0.029791,0.032395,0.035088,0.03792,0.040972,0.044304,0.04792,0.051849,0.056098,0.060689,0.065605,0.070824,0.076341,0.082201,0.088476,0.095209,0.102395,0.110053,0.118203,0.126864,0.136053,0.145784,0.156067,0.16691,0.178316,0.190289,0.202826,0.215925,0.229578,0.243487,0.257594,0.271837,0.286148,0.300455,0.315478,0.331252,0.347815,0.365205,0.383466,0.402639,0.422771,0.44391,0.466105,0.48941,0.513881,0.539575,0.566554,0.594881,0.624625,0.655857,0.688649,0.723082,0.759236,0.797198
1983,0.012287,0.000911,0.000639,0.00052,0.000421,0.000372,0.000339,0.000311,0.000277,0.000238,0.000209,0.00021,0.000271,0.000407,0.000595,0.000806,0.001005,0.001177,0.001306,0.001399,0.001489,0.001579,0.00164,0.001666,0.001667,0.001657,0.001649,0.00165,0.001667,0.001698,0.001739,0.001782,0.001827,0.001872,0.001923,0.001989,0.002078,0.002192,0.002338,0.002515,0.002724,0.002965,0.003238,0.003544,0.003888,0.004278,0.004717,0.005206,0.005748,0.006346,0.007003,0.007727,0.008528,0.009414,0.010382,0.011453,0.012604,0.013793,0.015003,0.016268,0.017644,0.019177,0.020876,0.022766,0.024848,0.027125,0.029586,0.032231,0.03506,0.038098,0.041393,0.044962,0.048781,0.052857,0.05722,0.061928,0.066999,0.072413,0.07818,0.084334,0.090929,0.097993,0.105521,0.113527,0.122036,0.131074,0.140664,0.15082,0.161555,0.17287,0.184768,0.197243,0.21029,0.223901,0.238063,0.25249,0.267122,0.281894,0.296736,0.311572,0.327151,0.343508,0.360684,0.378718,0.397654,0.417537,0.438414,0.460334,0.483351,0.507518,0.532894,0.559539,0.587516,0.616892,0.647736,0.680123,0.714129,0.749836,0.787328,0.826694
1984,0.011929,0.000866,0.0006,0.000429,0.000359,0.000334,0.00032,0.000304,0.000278,0.000244,0.000216,0.000216,0.000274,0.000405,0.000589,0.000793,0.000985,0.001156,0.001293,0.001399,0.001506,0.00161,0.001677,0.001697,0.001683,0.001655,0.001633,0.001628,0.001652,0.001697,0.001755,0.001812,0.001867,0.001917,0.001969,0.002034,0.002122,0.002237,0.002383,0.002562,0.002772,0.003012,0.003275,0.00356,0.003876,0.004234,0.004643,0.005108,0.005632,0.006219,0.006868,0.007583,0.008368,0.00923,0.010169,0.011203,0.012323,0.013504,0.014738,0.016048,0.017478,0.019049,0.02075,0.02259,0.024586,0.026765,0.029138,0.031701,0.034463,0.037445,0.040678,0.044182,0.047962,0.05203,0.056405,0.061161,0.066269,0.071641,0.077257,0.083197,0.089555,0.09645,0.103955,0.11213,0.12095,0.130356,0.140301,0.150762,0.16174,0.173259,0.18535,0.198039,0.211355,0.225315,0.239933,0.254785,0.269799,0.284895,0.299987,0.314987,0.330736,0.347273,0.364636,0.382868,0.402012,0.422112,0.443218,0.465379,0.488648,0.51308,0.538734,0.565671,0.593954,0.623652,0.654834,0.687576,0.721955,0.758053,0.795955,0.835753
1985,0.011938,0.000856,0.000599,0.000449,0.000393,0.000342,0.00031,0.000284,0.000255,0.000225,0.000204,0.000214,0.000279,0.000414,0.000598,0.000803,0.000997,0.001167,0.001298,0.001395,0.00149,0.001586,0.00165,0.001675,0.001673,0.001659,0.00165,0.001656,0.001687,0.001739,0.0018,0.001862,0.001926,0.00199,0.002058,0.002141,0.002243,0.002361,0.002497,0.002653,0.002839,0.003054,0.003299,0.003573,0.003884,0.004238,0.004642,0.005098,0.005611,0.006184,0.006818,0.007518,0.008296,0.009158,0.010103,0.011147,0.012273,0.013448,0.014659,0.015935,0.017327,0.018866,0.020545,0.022376,0.024374,0.02656,0.028939,0.031508,0.034274,0.037259,0.040516,0.044054,0.047846,0.051897,0.056244,0.060949,0.066048,0.071538,0.077439,0.083777,0.090618,0.097951,0.10572,0.113917,0.122607,0.131872,0.141783,0.152385,0.163697,0.175712,0.188415,0.201785,0.215794,0.230417,0.245623,0.261047,0.276604,0.292204,0.307749,0.323136,0.339293,0.356258,0.374071,0.392774,0.412413,0.433033,0.454685,0.477419,0.50129,0.526355,0.552673,0.580306,0.609322,0.639788,0.671777,0.705366,0.740634,0.777666,0.816549,0.857377
